Country|City|Code|Name
TAIWAN|MATSU ISLANDS|LZN|MATSU NANGAN AIRPORT
CHINA|LUZHOU|LZO|LUZHOU AIRPORT
AUSTRALIA|LIZARD ISLAND|LZR|LIZARD ISLAND AIRPORT
UNITED STATES|LAWRENCEVILLE|LZU|GWINNETT COUNTY BRISCOE FIELD
CHINA|NYINGCHI|LZY|NYINGCHI AIRPORT
UNITED STATES|LAMPASAS|LZZ|LAMPASAS AIRPORT
UNITED STATES|MATTAWA|M94|DESERT AIRE AIRPORT
INDIA|CHENNAI|MAA|CHENNAI INTERNATIONAL AIRPORT
BRAZIL|MARABA|MAB|JOAO CORREA DA ROCHA AIRPORT
SPAIN|MADRID|MAD|ADOLFO SUAREZ MADRID-BARAJAS AIRPORT
UNITED STATES|MADERA|MAE|MADERA MUNICIPAL AIRPORT
UNITED STATES|MIDLAND|MAF|MIDLAND INTERNATIONAL AIRPORT
PAPUA NEW GUINEA|MADANG|MAG|MADANG AIRPORT
SPAIN|MENORCA|MAH|MENORCA AIRPORT
MALAWI|MANGOCHI|MAI|MANGOCHI AIRPORT
MARSHALL ISLANDS|MAJURO|MAJ|MARSHALL ISLANDS INTERNATIONAL AIRPORT
SUDAN|MALAKAL|MAK|MALAKAL AIRPORT
MEXICO|MATAMOROS|MAM|GENERAL SERVANDO CANALES INTERNATIONAL AIRPORT
UNITED KINGDOM|MANCHESTER|MAN|MANCHESTER AIRPORT
BRAZIL|MANAUS|MAO|EDUARDO GOMES INTERNATIONAL AIRPORT
THAILAND|TAK|MAQ|MAE SOT AIRPORT
VENEZUELA|MARACAIBO|MAR|LA CHINITA INTERNATIONAL AIRPORT
PAPUA NEW GUINEA|MOMOTE|MAS|MOMOTE AIRPORT
CONGO (KINSHASA)|MATADI|MAT|TSHIMPI AIRPORT
FRENCH POLYNESIA|MAUPITI|MAU|MAUPITI AIRPORT
SENEGAL|MATAM|MAX|OURO SOGUI AIRPORT
PUERTO RICO|MAYAGUEZ|MAZ|EUGENIO MARIA DE HOSTOS AIRPORT
KENYA|MOMBASA|MBA|MOMBASA MOI INTERNATIONAL AIRPORT
SOUTH AFRICA|MAFEKING|MBD|MMABATHO INTERNATIONAL AIRPORT
JAPAN|MONBETSU|MBE|MONBETSU AIRPORT
UNITED STATES|MOBRIDGE|MBG|MOBRIDGE MUNICIPAL AIRPORT
AUSTRALIA|MARYBOROUGH|MBH|MARYBOROUGH AIRPORT
TANZANIA|MBEYA|MBI|MBEYA AIRPORT
JAMAICA|MONTEGO BAY|MBJ|SANGSTER INTERNATIONAL AIRPORT
UNITED STATES|MANISTEE|MBL|MANISTEE CO BLACKER AIRPORT
UNITED STATES|SAGINAW|MBS|MBS INTERNATIONAL AIRPORT
PHILIPPINES|MASBATE|MBT|MOISES R. ESPINOSA AIRPORT
SOLOMON ISLANDS|MBAMBANAKIRA|MBU|BABANAKIRA AIRPORT
AUSTRALIA|MELBOURNE|MBW|MELBOURNE MOORABBIN AIRPORT
SLOVENIA|MARIBOR|MBX|MARIBOR AIRPORT
BRAZIL|MAUES|MBZ|MAUES AIRPORT
UNITED STATES|MC COMB|MCB|MC COMB PIKE COUNTY AIRPORT JOHN E LEWIS FIELD
UNITED STATES|SACRAMENTO|MCC|MC CLELLAN AIRFIELD
UNITED STATES|MERCED|MCE|MERCED REGIONAL MACREADY FIELD
UNITED STATES|TAMPA|MCF|MAC DILL AIR FORCE BASE
UNITED STATES|MCGRATH|MCG|MCGRATH AIRPORT
ECUADOR|MACHALA|MCH|GENERAL MANUEL SERRANO AIRPORT
UNITED STATES|KANSAS CITY|MCI|KANSAS CITY INTERNATIONAL AIRPORT
UNITED STATES|MCCOOK|MCK|MC COOK BEN NELSON REGIONAL AIRPORT
UNITED STATES|MCKINLEY PARK|MCL|MCKINLEY NATIONAL PARK AIRPORT
UNITED STATES|MACON|MCN|MIDDLE GEORGIA REGIONAL AIRPORT
UNITED STATES|ORLANDO|MCO|ORLANDO INTERNATIONAL AIRPORT
BRAZIL|MACAPA|MCP|ALBERTO ALCOLUMBRE AIRPORT
OMAN|MUSCAT|MCT|MUSCAT INTERNATIONAL AIRPORT
FRANCE|MONTLUCON-GUERET|MCU|MONTLUCON-GUERET AIRPORT
AUSTRALIA|MCARTHUR RIVER MINE|MCV|MCARTHUR RIVER MINE AIRPORT
UNITED STATES|MASON CITY|MCW|MASON CITY MUNICIPAL AIRPORT
RUSSIA|MAKHACHKALA|MCX|UYTASH AIRPORT
AUSTRALIA|MAROOCHYDORE|MCY|SUNSHINE COAST AIRPORT
BRAZIL|MACEIO|MCZ|ZUMBI DOS PALMARES AIRPORT
INDONESIA|MANADO|MDC|SAM RATULANGI AIRPORT
COLOMBIA|RIO NEGRO|MDE|JOSE MARIA CORDOVA INTERNATIONAL AIRPORT
CHINA|MUDANJIANG|MDG|MUDANJIANG HAILANG INTERNATIONAL AIRPORT
UNITED STATES|CARBONDALE MURPHYSBORO|MDH|SOUTHERN ILLINOIS AIRPORT
NIGERIA|MAKURDI|MDI|MAKURDI AIRPORT
CONGO (KINSHASA)|MBANDAKA|MDK|MBANDAKA AIRPORT
BURMA|MANDALAY|MDL|MANDALAY INTERNATIONAL AIRPORT
URUGUAY|MALDONADO|MDO|EL JAGUEL PUNTA DEL ESTE AIRPORT
ARGENTINA|MAR DEL PLATA|MDQ|ASTOR PIAZZOLA INTERNATIONAL AIRPORT
TURKS AND CAICOS ISLANDS|MIDDLE CAICOS|MDS|MIDDLE CAICOS AIRPORT
UNITED STATES|HARRISBURG|MDT|HARRISBURG INTERNATIONAL AIRPORT
PAPUA NEW GUINEA|MENDI|MDU|MENDI AIRPORT
UNITED STATES|CHICAGO|MDW|CHICAGO MIDWAY INTERNATIONAL AIRPORT
MIDWAY ISLANDS|MIDWAY|MDY|HENDERSON FIELD
ARGENTINA|MENDOZA|MDZ|EL PLUMERILLO AIRPORT
BRAZIL|MACAE|MEA|MACAE AIRPORT
AUSTRALIA|MELBOURNE|MEB|MELBOURNE ESSENDON AIRPORT
ECUADOR|MANTA|MEC|ELOY ALFARO INTERNATIONAL AIRPORT
SAUDI ARABIA|MADINAH|MED|PRINCE MOHAMMAD BIN ABDULAZIZ AIRPORT
NEW CALEDONIA|MARE|MEE|MARE AIRPORT
ANGOLA|MALANJE|MEG|MALANJE AIRPORT
NORWAY|MEHAMN|MEH|MEHAMN AIRPORT
UNITED STATES|MERIDIAN|MEI|KEY FIELD
UNITED STATES|MEADE|MEJ|MEADE MUNICIPAL AIRPORT
MOROCCO|MEKNES|MEK|BASSATINE AIRPORT
AUSTRALIA|MELBOURNE|MEL|MELBOURNE INTERNATIONAL AIRPORT
UNITED STATES|MEMPHIS|MEM|MEMPHIS INTERNATIONAL AIRPORT
FRANCE|MENDE|MEN|MENDE-BRENOUX AIRPORT
UNITED STATES|MANTEO|MEO|DARE COUNTY REGIONAL AIRPORT
INDONESIA|NAGAN RAYA|MEQ|SEUNAGAN AIRPORT
UNITED STATES|MERCED|MER|CASTLE AIRPORT
INDONESIA|MEDAN|MES|SOEWONDO AIR FORCE BASE
MEXICO|MEXICO CITY|MEX|LICENCIADO BENITO JUAREZ INTERNATIONAL AIRPORT
NEPAL|MEGHAULI|MEY|MEGHAULI AIRPORT
SOUTH AFRICA|MUSINA|MEZ|MORNINGSIDE FARM AIRPORT
TANZANIA|MAFIA ISLAND|MFA|MAFIA ISLAND AIRPORT
UNITED STATES|MANSFIELD|MFD|MANSFIELD LAHM REGIONAL AIRPORT
UNITED STATES|MCALLEN|MFE|MC ALLEN MILLER INTERNATIONAL AIRPORT
PAKISTAN|MUZAFFARABAD|MFG|MUZAFFARABAD AIRPORT
UNITED STATES|MARSHFIELD|MFI|MARSHFIELD MUNICIPAL AIRPORT
FIJI|MOALA|MFJ|MOALA AIRPORT
TAIWAN|MATSU ISLANDS|MFK|MATSU BEIGAN AIRPORT
MACAU|MACAU|MFM|MACAU INTERNATIONAL AIRPORT
NEW ZEALAND|MILFORD SOUND|MFN|MILFORD SOUND AIRPORT
NIGER|MARADI|MFQ|MARADI AIRPORT
UNITED STATES|MEDFORD|MFR|ROGUE VALLEY INTERNATIONAL MEDFORD AIRPORT
ZAMBIA|MFUWE|MFU|MFUWE AIRPORT
FRANCE|AJACCIO|MFX|MERIBEL ALTIPORT
NICARAGUA|MANAGUA|MGA|AUGUSTO C. SANDINO (MANAGUA) INTERNATIONAL AIRPORT
AUSTRALIA|MOUNT GAMBIER|MGB|MOUNT GAMBIER AIRPORT
UNITED STATES|MICHIGAN CITY|MGC|MICHIGAN CITY MUNICIPAL AIRPORT
UNITED STATES|MARIETTA|MGE|DOBBINS AIR RESERVE BASE
BRAZIL|MARINGA|MGF|REGIONAL DE MARINGA - SILVIO NANE JUNIOR AIRPORT
SOUTH AFRICA|MARGATE|MGH|MARGATE AIRPORT
UNITED STATES|MONTGOMERY|MGJ|ORANGE COUNTY AIRPORT
GERMANY|MOENCHENGLADBACH|MGL|MONCHENGLADBACH AIRPORT
UNITED STATES|MONTGOMERY|MGM|MONTGOMERY REGIONAL (DANNELLY FIELD) AIRPORT
COLOMBIA|MAGANGUE|MGN|BARACOA AIRPORT
SOMALIA|MOGADISHU|MGQ|ADEN ADDE INTERNATIONAL AIRPORT
COOK ISLANDS|MANGAIA ISLAND|MGS|MANGAIA ISLAND AIRPORT
AUSTRALIA|MILINGIMBI|MGT|MILINGIMBI AIRPORT
UNITED STATES|MORGANTOWN|MGW|MORGANTOWN MUNICIPAL WALTER L. BILL HART FIELD
UNITED STATES|DAYTON|MGY|DAYTON-WRIGHT BROTHERS AIRPORT
BURMA|MYEIK|MGZ|MYEIK AIRPORT
GUYANA|MAHDIA|MHA|MAHDIA AIRPORT
CHILE|CASTRO|MHC|MOCOPULLI AIRPORT
IRAN|MASHHAD|MHD|MASHHAD INTERNATIONAL AIRPORT
GERMANY|MANNHEIM|MHG|MANNHEIM-CITY AIRPORT
BAHAMAS|MARSH HARBOR|MHH|MARSH HARBOUR INTERNATIONAL AIRPORT
UNITED STATES|MANHATTAN|MHK|MANHATTAN REGIONAL AIRPORT
UNITED STATES|LAKE MINCHUMINA|MHM|MINCHUMINA AIRPORT
BELARUS|MINSK|MHP|MINSK 1 AIRPORT
FINLAND|MARIEHAMN|MHQ|MARIEHAMN AIRPORT
UNITED STATES|SACRAMENTO|MHR|SACRAMENTO MATHER AIRPORT
UNITED STATES|MANCHESTER NH|MHT|MANCHESTER AIRPORT
AUSTRALIA|MOUNT HOTHAM|MHU|MOUNT HOTHAM AIRPORT
UNITED STATES|MOJAVE|MHV|MOJAVE AIRPORT
COOK ISLANDS|MANIHIKI ISLAND|MHX|MANIHIKI ISLAND AIRPORT
UNITED KINGDOM|MILDENHALL|MHZ|RAF MILDENHALL
UNITED STATES|MIAMI|MIA|MIAMI INTERNATIONAL AIRPORT
UNITED STATES|MINOT|MIB|MINOT AIR FORCE BASE
UNITED STATES|CRYSTAL|MIC|CRYSTAL AIRPORT
MEXICO|MERIDA|MID|LICENCIADO MANUEL CRESCENCIO REJON INT AIRPORT
UNITED STATES|MUNCIE|MIE|DELAWARE COUNTY JOHNSON FIELD
CHINA|MIANYANG|MIG|MIANYANG AIRPORT
BRAZIL|MARILIA|MII|FRANK MILOYE MILENKOWICHI-MARILIA STATE AIRPORT
MARSHALL ISLANDS|MILI ISLAND|MIJ|MILI ISLAND AIRPORT
FINLAND|MIKKELI|MIK|MIKKELI AIRPORT
AUSTRALIA|MERIMBULA|MIM|MERIMBULA AIRPORT
TUNISIA|MONASTIR|MIR|MONASTIR HABIB BOURGUIBA INTERNATIONAL AIRPORT
PAPUA NEW GUINEA|MISIMA ISLAND|MIS|MISIMA ISLAND AIRPORT
NIGERIA|MAIDUGURI|MIU|MAIDUGURI INTERNATIONAL AIRPORT
UNITED STATES|MILLVILLE|MIV|MILLVILLE MUNICIPAL AIRPORT
MADAGASCAR|MANJA|MJA|MANJA AIRPORT
COTE D'IVOIRE|MAN|MJC|MAN AIRPORT
PAKISTAN|MOENJODARO|MJD|MOENJODARO AIRPORT
NORWAY|MOSJOEN|MJF|MOSJOEN AIRPORT (KJAERSTAD)
LIBYA|TRIPOLI|MJI|MITIGA AIRPORT
AUSTRALIA|SHARK BAY|MJK|SHARK BAY AIRPORT
GABON|MOUILA|MJL|MOUILLA VILLE AIRPORT
CONGO (KINSHASA)|MBUJI-MAYI|MJM|MBUJI MAYI AIRPORT
MADAGASCAR|MAHAJANGA|MJN|AMBOROVY AIRPORT
GREECE|MYTILINI|MJT|MYTILENE INTERNATIONAL AIRPORT
SPAIN|MURCIA|MJV|SAN JAVIER AIRPORT
RUSSIA|MIRNYJ|MJZ|MIRNY AIRPORT
UNITED STATES|KANSAS CITY|MKC|CHARLES B. WHEELER DOWNTOWN AIRPORT
UNITED STATES|MILWAUKEE|MKE|GENERAL MITCHELL INTERNATIONAL AIRPORT
UNITED STATES|MUSKEGON|MKG|MUSKEGON COUNTY AIRPORT
UNITED STATES|MOLOKAI|MKK|MOLOKAI AIRPORT
UNITED STATES|JACKSON|MKL|MC KELLAR SIPES REGIONAL AIRPORT
MALAYSIA|MUKAH|MKM|MUKAH AIRPORT
UNITED STATES|MUSKOGEE|MKO|DAVIS FIELD
FRENCH POLYNESIA|MAKEMO|MKP|MAKEMO AIRPORT
INDONESIA|MERAUKE|MKQ|MOPAH AIRPORT
AUSTRALIA|MEEKATHARRA|MKR|MEEKATHARRA AIRPORT
ETHIOPIA|MEKANE SELAM|MKS|MEKANE SELAM AIRPORT
UNITED STATES|MANKATO|MKT|MANKATO REGIONAL AIRPORT
GABON|MAKOKOU|MKU|MAKOKOU AIRPORT
INDONESIA|MANOKWARI|MKW|RENDANI AIRPORT
AUSTRALIA|MACKAY|MKY|MACKAY AIRPORT
MALAYSIA|MALACCA|MKZ|MALACCA AIRPORT
MALTA|MALTA|MLA|MALTA INTERNATIONAL AIRPORT
UNITED STATES|MELBOURNE|MLB|MELBOURNE INTERNATIONAL AIRPORT
UNITED STATES|MCALESTER|MLC|MC ALESTER REGIONAL AIRPORT
UNITED STATES|MALAD CITY|MLD|MALAD CITY AIRPORT
MALDIVES|MALE|MLE|MALE INTERNATIONAL AIRPORT
INDONESIA|MALANG|MLG|ABDUL RACHMAN SALEH AIRPORT
UNITED STATES|MOLINE|MLI|QUAD CITY INTERNATIONAL AIRPORT
UNITED STATES|MILLEDGEVILLE|MLJ|BALDWIN COUNTY AIRPORT
UNITED STATES|MARSHALL|MLL|MARSHALL DON HUNTER SR AIRPORT
MEXICO|MORELIA|MLM|GENERAL FRANCISCO J. MUJICA INTERNATIONAL AIRPORT
SPAIN|MELILLA|MLN|MELILLA AIRPORT
GREECE|MILOS|MLO|MILOS AIRPORT
UNITED STATES|MILES CITY|MLS|FRANK WILEY FIELD
UNITED STATES|MILLINOCKET|MLT|MILLINOCKET MUNICIPAL AIRPORT
UNITED STATES|MONROE|MLU|MONROE REGIONAL AIRPORT
LIBERIA|MONROVIA|MLW|SPRIGGS PAYNE AIRPORT
TURKEY|MALATYA|MLX|MALATYA TULGA AIRPORT
UNITED STATES|MANLEY HOT SPRINGS|MLY|MANLEY HOT SPRINGS AIRPORT
URUGUAY|MELO|MLZ|CERRO LARGO INTERNATIONAL AIRPORT
JAPAN|MEMANBETSU|MMB|MEMANBETSU AIRPORT
JAPAN|MINAMI DAITO|MMD|MINAMI-DAITO AIRPORT
UNITED KINGDOM|TEESSIDE|MME|DURHAM TEES VALLEY AIRPORT
AUSTRALIA|MOUNT MAGNET|MMG|MOUNT MAGNET AIRPORT
UNITED STATES|MAMMOTH LAKES|MMH|MAMMOTH YOSEMITE AIRPORT
UNITED STATES|ATHENS|MMI|MCMINN COUNTY AIRPORT
JAPAN|MATSUMOTO|MMJ|MATSUMOTO AIRPORT
RUSSIA|MURMANSK|MMK|MURMANSK AIRPORT
CAPE VERDE|MAIO|MMO|MAIO AIRPORT
UNITED STATES|EASTOVER|MMT|MC ENTIRE JOINT NATIONAL GUARD BASE
UNITED STATES|MORRISTOWN|MMU|MORRISTOWN MUNICIPAL AIRPORT
UNITED STATES|MACKMINNVILLE|MMV|MC MINNVILLE MUNICIPAL AIRPORT
SWEDEN|MALMOE|MMX|MALMO STURUP AIRPORT
JAPAN|MIYAKO|MMY|MIYAKO AIRPORT
AFGHANISTAN|MAIMAMA|MMZ|MAIMANA AIRPORT
INDONESIA|MELONGUANE|MNA|MELANGGUANE AIRPORT
CONGO (KINSHASA)|MUANDA|MNB|MUANDA AIRPORT
MOZAMBIQUE|NACALA|MNC|NACALA AIRPORT
FIJI|MANA ISLAND|MNF|MANA ISLAND AIRPORT
AUSTRALIA|MANINGRIDA|MNG|MANINGRIDA AIRPORT
MONTSERRAT|GERALDS|MNI|JOHN A. OSBORNE AIRPORT
MADAGASCAR|MANANJARY|MNJ|MANANJARY AIRPORT
KIRIBATI|MAIANA|MNK|MAIANA AIRPORT
PHILIPPINES|MANILA|MNL|NINOY AQUINO INTERNATIONAL AIRPORT
UNITED STATES|MACON|MNM|MENOMINEE MARINETTE TWIN COUNTY AIRPORT
BURMA|MAWLAMYINE|MNU|MAWLAMYINE AIRPORT
BRAZIL|MANICORE|MNX|MANICORE AIRPORT
SOLOMON ISLANDS|STIRLING ISLAND|MNY|MONO AIRPORT
UNITED STATES|MANASSAS|MNZ|MANASSAS REGIONAL AIRPORT HARRY P. DAVIS FIELD
CUBA|MOA|MOA|ORESTES ACOSTA AIRPORT
UNITED STATES|MOBILE|MOB|MOBILE REGIONAL AIRPORT
BRAZIL|MONTES CLAROS|MOC|MARIO RIBEIRO AIRPORT
UNITED STATES|MODESTO|MOD|MODESTO CITY CO-HARRY SHAM FIELD
INDONESIA|MAUMERE|MOF|MAUMERE(WAI OTI) AIRPORT
BURMA|MONG HSAT|MOG|MONG HSAT AIRPORT
COOK ISLANDS|MITIARO ISLAND|MOI|MITIARO ISLAND AIRPORT
NORWAY|MOLDE|MOL|MOLDE AIRPORT
NEW ZEALAND|MOUNT COOK|MON|MOUNT COOK AIRPORT
AUSTRALIA|MOOMBA|MOO|MOOMBA AIRPORT
MADAGASCAR|MORONDAVA|MOQ|MORONDAVA AIRPORT
UNITED STATES|MINOT|MOT|MINOT INTERNATIONAL AIRPORT
UNITED STATES|MOUNTAIN VILLAGE|MOU|MOUNTAIN VILLAGE AIRPORT
AUSTRALIA|MORANBAH|MOV|MORANBAH AIRPORT
FRENCH POLYNESIA|MOOREA|MOZ|MOOREA AIRPORT
NAMIBIA|MPACHA|MPA|KATIMA MULILO AIRPORT
PAKISTAN|MIRPUR KHAS|MPD|MIRPUR KHAS AIR BASE
PHILIPPINES|CATICLAN|MPH|GODOFREDO P. RAMOS AIRPORT
SOUTH KOREA|MOKPO|MPK|MOKPO HELIPORT
FRANCE|MONTPELLIER|MPL|MONTPELLIER-MEDITERRANEE AIRPORT
MOZAMBIQUE|MAPUTO|MPM|MAPUTO AIRPORT
FALKLAND ISLANDS|MOUNT PLEASANT|MPN|MOUNT PLEASANT AIRPORT
UNITED STATES|MOUNT POCONO|MPO|POCONO MOUNTAINS MUNICIPAL AIRPORT
UNITED STATES|MC PHERSON|MPR|MC PHERSON AIRPORT
UNITED STATES|MONTPELIER|MPV|EDWARD F KNAPP STATE AIRPORT
UKRAINE|MARIUPOL INTERNATIONAL|MPW|MARIUPOL INTERNATIONAL AIRPORT
FRENCH GUIANA|MARIPASOULA|MPY|MARIPASOULA AIRPORT
SAINT PIERRE AND MIQUELON|MIQUELON|MQC|MIQUELON AIRPORT
RUSSIA|MAGNETIOGORSK|MQF|MAGNITOGORSK INTERNATIONAL AIRPORT
BRAZIL|MINACU|MQH|MINACU AIRPORT
AUSTRALIA|MILDURA|MQL|MILDURA AIRPORT
TURKEY|MARDIN|MQM|MARDIN AIRPORT
NORWAY|MO I RANA|MQN|MO I RANA AIRPORT
SOUTH AFRICA|MPUMALANGA|MQP|KRUGER MPUMALANGA INTERNATIONAL AIRPORT
CHAD|MOUNDOU|MQQ|MOUNDOU AIRPORT
SAINT VINCENT AND THE GRENADINES|MUSTIQUE|MQS|MUSTIQUE AIRPORT
UNITED STATES|GWINN|MQT|SAWYER INTERNATIONAL AIRPORT
ETHIOPIA|MAKALE|MQX|MEKELE AIRPORT
COLOMBIA|MARANDUA|MQZ|MARANDUA AIR BASE
UNITED STATES|MARTINSBURG|MRB|EASTERN WV REGIONAL AIRPORT SHEPHERD FIELD
VENEZUELA|MERIDA|MRD|ALBERTO CARNEVALLI AIRPORT
KENYA|MASAI MARA|MRE|MARA SERENA LODGE AIRSTRIP
UNITED STATES|MARFA|MRF|MARFA MUNICIPAL AIRPORT
AUSTRALIA|Mareeba|MRG|MAREEBA AIRPORT
UNITED STATES|ANCHORAGE|MRI|MERRILL FIELD
UNITED STATES|MARCO ISLAND AIRPORT|MRK|MARCO ISLAND AIRPORT
UNITED STATES|MORGANTON|MRN|FOOTHILLS REGIONAL AIRPORT
NEW ZEALAND|MASTERTON|MRO|HOOD AIRPORT
PHILIPPINES|GASAN|MRQ|MARINDUQUE AIRPORT
FRANCE|MARSEILLE|MRS|MARSEILLE PROVENCE AIRPORT
UNITED STATES|MARYSVILLE|MRT|UNION COUNTY AIRPORT
MAURITIUS|PLAISANCE|MRU|SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL AIRPORT
RUSSIA|MINERALNYE VODY|MRV|MINERALNYYE VODY AIRPORT
IRAN|BANDAR MAHSHAHR|MRX|MAHSHAHR AIRPORT
UNITED STATES|MONTEREY|MRY|MONTEREY PENINSULA AIRPORT
AUSTRALIA|MOREE|MRZ|MOREE AIRPORT
CANADA|MUSKRAT DAM|MSA|MUSKRAT DAM AIRPORT
UNITED KINGDOM|MANSTON|MSE|KENT INTERNATIONAL AIRPORT
OMAN|MASIRAH|MSH|MASIRAH AIR BASE
MALDIVES|SOUTH AARI ATOLL|MSI|FAZENDA PALMITAL AIRPORT
JAPAN|MISAWA|MSJ|MISAWA AIR BASE
UNITED STATES|MUSCLE SHOALS|MSL|NORTHWEST ALABAMA REGIONAL AIRPORT
UNITED STATES|MADISON|MSN|DANE COUNTY REGIONAL TRUAX FIELD
UNITED STATES|MISSOULA|MSO|MISSOULA INTERNATIONAL AIRPORT
UNITED STATES|MINNEAPOLIS|MSP|MINNEAPOLIS-ST PAUL INTERNATIONAL WOLD-CHAMBERLAIN AIRPORT
BELARUS|MINSK 2|MSQ|MINSK NATIONAL AIRPORT
TURKEY|MUS|MSR|MUS AIRPORT
UNITED STATES|MASSENA|MSS|MASSENA INTERNATIONAL RICHARDS FIELD
NETHERLANDS|MAASTRICHT|MST|MAASTRICHT AACHEN AIRPORT
LESOTHO|MASERU|MSU|MOSHOESHOE I INTERNATIONAL AIRPORT
ERITREA|MASSAWA|MSW|MASSAWA INTERNATIONAL AIRPORT
UNITED STATES|NEW ORLEANS|MSY|LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL AIRPORT
ANGOLA|MOCAMEDES|MSZ|NAMIBE AIRPORT
UNITED STATES|MOUNT CLEMENS|MTC|SELFRIDGE ANGB AIRPORT
ETHIOPIA|MIZAN TEFERI|MTF|MIZAN TEFERI AIRPORT
UNITED STATES|MARATHON|MTH|THE FLORIDA KEYS MARATHON AIRPORT
UNITED STATES|MONTROSE CO|MTJ|MONTROSE REGIONAL AIRPORT
KIRIBATI|MAKIN|MTK|MAKIN ISLAND AIRPORT
AUSTRALIA|MAITLAND|MTL|MAITLAND AIRPORT
UNITED STATES|METAKATLA|MTM|METLAKATLA SEAPLANE BASE
UNITED STATES|BALTIMORE|MTN|MARTIN STATE AIRPORT
UNITED STATES|MONTAUK|MTP|MONTAUK AIRPORT
COLOMBIA|MONTERIA|MTR|LOS GARZONES AIRPORT
SWAZILAND|MANZINI|MTS|MATSAPHA AIRPORT
MEXICO|MINATITLAN|MTT|MINATITLAN COATZACOALCOS NATIONAL AIRPORT
VANUATU|ABLOW|MTV|MOTA LAVA AIRPORT
MEXICO|MONTERREY|MTY|GENERAL MARIANO ESCOBEDO INTERNATIONAL AIRPORT
SOLOMON ISLANDS|MUNDA|MUA|MUNDA AIRPORT
BOTSWANA|MAUN|MUB|MAUN AIRPORT
GERMANY|MUNICH|MUC|MUNICH INTERNATIONAL AIRPORT
UNITED STATES|KAMUELA|MUE|WAIMEA KOHALA AIRPORT
EGYPT|MERSA-MATRUH|MUH|MERSA MATRUH AIRPORT
UNITED STATES|MUIR|MUI|MUIR ARMY AIR FIELD (FORT INDIANTOWN GAP) AIRPORT
COOK ISLANDS|MAUKE ISLAND|MUK|MAUKE AIRPORT
VENEZUELA|MATURIN|MUN|MATURIN AIRPORT
UNITED STATES|MOUNTAIN HOME|MUO|MOUNTAIN HOME AIR FORCE BASE
MALAYSIA|MARUDI|MUR|MARUDI AIRPORT
ALGERIA|GHRISS|MUW|GHRISS AIRPORT
PAKISTAN|MULTAN|MUX|MULTAN INTERNATIONAL AIRPORT
TANZANIA|MUSOMA|MUZ|MUSOMA AIRPORT
ICELAND|MYVATN|MVA|REYKJAHLIÐ AIRPORT
GABON|FRANCEVILLE|MVB|M'VENGUE EL HADJ OMAR BONGO ONDIMBA INTERNATIONAL AIRPORT
URUGUAY|MONTEVIDEO|MVD|CARRASCO INTERNATIONAL  GENERAL C L BERISSO AIRPORT
BRAZIL|MOCORD|MVF|DIX-SEPT ROSADO AIRPORT
UNITED STATES|MORRISVILLE|MVL|MORRISVILLE STOWE STATE AIRPORT
COLOMBIA|MITU|MVP|FABIO ALBERTO LEON BENTLEY AIRPORT
BELARUS|MOGILEV|MVQ|MOGILEV AIRPORT
CAMEROON|MAROUA|MVR|SALAK AIRPORT
BRAZIL|MUCURI|MVS|MUCURI AIRPORT
FRENCH POLYNESIA|MATAIVA|MVT|MATAIVA AIRPORT
FRANCE|VERDUN|MVV|MEGEVE AIRPORT
UNITED STATES|VINEYARD HAVEN MA|MVY|MARTHA'S VINEYARD AIRPORT
ZIMBABWE|MASVINGO|MVZ|MASVINGO INTERNATIONAL AIRPORT
UNITED STATES|MARION|MWA|WILLIAMSON COUNTY REGIONAL AIRPORT
UNITED STATES|MILWAUKEE|MWC|LAWRENCE J TIMMERMAN AIRPORT
SUDAN|MEROWE|MWE|MEROWE NEW AIRPORT
VANUATU|MAEWO ISLAND|MWF|MAEWO-NAONE AIRPORT
UNITED STATES|GRANT COUNTY AIRPORT|MWH|GRANT COUNTY INTERNATIONAL AIRPORT
INDONESIA|ANAMBAS ISLANDS|MWK|TAREMPA AIRPORT
UNITED STATES|MINERAL WELLS|MWL|MINERAL WELLS AIRPORT
UNITED STATES|WINDOM|MWM|WINDOM MUNICIPAL AIRPORT
BURMA|MAGWE|MWQ|MAGWAY AIRPORT
SOUTH KOREA|MUAN|MWX|MUAN INTERNATIONAL AIRPORT
TANZANIA|MWANZA|MWZ|MWANZA AIRPORT
UNITED STATES|MONTGOMERY|MXF|MAXWELL AIR FORCE BASE
PAPUA NEW GUINEA|MORO|MXH|MORO AIRPORT
PHILIPPINES|Mati|MXI|MATI NATIONAL AIRPORT
NIGERIA|MINNA|MXJ|MINNA AIRPORT
MEXICO|MEXICALI|MXL|GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL AIRPORT
MADAGASCAR|MOROMBE|MXM|MOROMBE AIRPORT
FRANCE|MORLAIX|MXN|MORLAIX-PLOUJEAN AIRPORT
ITALY|MILANO|MXP|MALPENSA INTERNATIONAL AIRPORT
SAMOA|SAVAII ISLAND|MXS|MAOTA AIRPORT
MADAGASCAR|MAINTIRANO|MXT|MAINTIRANO AIRPORT
MONGOLIA|MUREN|MXV|MORON AIRPORT
SWEDEN|MORA|MXX|MORA AIRPORT
